State,State Name,County,County Name,NAICS,NAICS Description,Enterprise Size,Firms,Establishments,Employment,Employment Noise Flag,"Annual Payroll
($1,000)",Annual Payroll Noise Flag
48,Texas,181,Grayson,713,"Amusement, Gambling, and Recreation Industries",1: Total,27,30,473,H,"11,245",H
48,Texas,181,Grayson,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,135,137,752,G,"17,539",G
48,Texas,183,Gregg,713,"Amusement, Gambling, and Recreation Industries",1: Total,39,39,454,G,"8,752",G
48,Texas,183,Gregg,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,153,153,"1,412",G,"29,644",G
48,Texas,185,Grimes,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,13,J,317,J
48,Texas,185,Grimes,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,24,24,226,H,"4,861",G
48,Texas,187,Guadalupe,713,"Amusement, Gambling, and Recreation Industries",1: Total,33,34,385,G,"7,261",G
48,Texas,187,Guadalupe,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,87,87,618,G,"14,687",G
48,Texas,189,Hale,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,11,J,287,H
48,Texas,189,Hale,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,44,44,259,H,"4,416",G
48,Texas,191,Hall,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,5,5,11,J,185,H
48,Texas,193,Hamilton,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,17,17,73,H,"1,409",G
48,Texas,195,Hansford,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,11,11,48,H,913,G
48,Texas,197,Hardeman,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,8,8,12,J,190,G
48,Texas,199,Hardin,713,"Amusement, Gambling, and Recreation Industries",1: Total,9,9,51,J,"1,113",H
48,Texas,199,Hardin,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,67,67,400,G,"6,509",G
48,Texas,201,Harris,713,"Amusement, Gambling, and Recreation Industries",1: Total,703,830,"15,144",G,"377,706",G
48,Texas,201,Harris,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,"2,555","2,566","28,283",G,"1,013,230",G
48,Texas,203,Harrison,713,"Amusement, Gambling, and Recreation Industries",1: Total,11,11,89,H,"1,551",H
48,Texas,203,Harrison,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,70,70,447,G,"7,950",G
48,Texas,205,Hartley,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,8,8,37,H,985,H
48,Texas,207,Haskell,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,12,12,31,H,460,G
48,Texas,209,Hays,713,"Amusement, Gambling, and Recreation Industries",1: Total,46,51,490,H,"8,830",H
48,Texas,209,Hays,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,138,138,937,G,"26,171",G
48,Texas,211,Hemphill,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,8,8,31,J,762,G
48,Texas,213,Henderson,713,"Amusement, Gambling, and Recreation Industries",1: Total,24,24,182,G,"5,193",G
48,Texas,213,Henderson,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,95,95,624,G,"13,154",G
48,Texas,215,Hidalgo,713,"Amusement, Gambling, and Recreation Industries",1: Total,90,96,"1,671",G,"32,622",G
48,Texas,215,Hidalgo,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,301,301,"1,843",G,"43,960",G
48,Texas,217,Hill,713,"Amusement, Gambling, and Recreation Industries",1: Total,9,9,86,J,"1,610",J
48,Texas,217,Hill,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,36,36,174,G,"3,806",G
48,Texas,219,Hockley,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,14,J,321,J
48,Texas,219,Hockley,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,25,25,117,G,"2,124",G
48,Texas,221,Hood,713,"Amusement, Gambling, and Recreation Industries",1: Total,16,16,189,G,"4,480",G
48,Texas,221,Hood,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,71,71,791,G,"18,387",G
48,Texas,223,Hopkins,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,46,J,"1,172",J
48,Texas,223,Hopkins,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,39,39,270,G,"5,183",G
48,Texas,225,Houston,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,31,31,98,G,"1,835",G
48,Texas,227,Howard,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,24,J,376,J
48,Texas,227,Howard,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,45,45,347,G,"6,535",G
48,Texas,231,Hunt,713,"Amusement, Gambling, and Recreation Industries",1: Total,19,19,163,H,"3,293",G
48,Texas,231,Hunt,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,99,99,442,G,"8,131",G
48,Texas,233,Hutchinson,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,44,H,889,H
48,Texas,233,Hutchinson,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,36,36,198,G,"3,854",G
48,Texas,235,Irion,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,4,4,8,G,105,H
48,Texas,237,Jack,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,13,13,52,H,951,G
48,Texas,239,Jackson,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,21,21,89,H,"1,446",G
48,Texas,241,Jasper,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,44,J,806,J
48,Texas,241,Jasper,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,43,43,232,G,"4,367",G
48,Texas,243,Jeff Davis,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,11,12,28,J,440,G
48,Texas,245,Jefferson,713,"Amusement, Gambling, and Recreation Industries",1: Total,35,40,578,G,"9,731",H
48,Texas,245,Jefferson,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,288,288,"1,896",G,"45,648",G
48,Texas,249,Jim Wells,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,30,H,678,G
48,Texas,249,Jim Wells,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,24,24,80,H,"1,732",G
48,Texas,251,Johnson,713,"Amusement, Gambling, and Recreation Industries",1: Total,30,30,188,G,"3,622",G
48,Texas,251,Johnson,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,127,127,"1,646",G,"45,800",G
48,Texas,253,Jones,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,9,J,163,H
48,Texas,253,Jones,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,23,23,70,G,"1,431",H
48,Texas,255,Karnes,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,21,21,66,J,"1,170",G
48,Texas,257,Kaufman,713,"Amusement, Gambling, and Recreation Industries",1: Total,20,21,139,H,"2,976",G
48,Texas,257,Kaufman,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,90,90,614,G,"14,087",G
48,Texas,259,Kendall,713,"Amusement, Gambling, and Recreation Industries",1: Total,17,17,269,H,"9,385",H
48,Texas,259,Kendall,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,45,45,423,G,"10,709",G
48,Texas,265,Kerr,713,"Amusement, Gambling, and Recreation Industries",1: Total,11,11,55,H,"1,527",G
48,Texas,265,Kerr,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,93,93,672,H,"21,513",G
48,Texas,267,Kimble,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,9,9,22,J,468,H
48,Texas,271,Kinney,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,5,5,69,J,"1,278",J
48,Texas,273,Kleberg,713,"Amusement, Gambling, and Recreation Industries",1: Total,8,8,27,H,460,H
48,Texas,273,Kleberg,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,22,22,100,H,"1,611",H
48,Texas,275,Knox,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,8,8,30,H,977,J
48,Texas,277,Lamar,713,"Amusement, Gambling, and Recreation Industries",1: Total,10,10,69,G,"1,287",H
48,Texas,277,Lamar,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,72,72,351,G,"6,978",G
48,Texas,279,Lamb,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,22,22,88,G,"1,326",G
48,Texas,281,Lampasas,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,31,31,158,H,"2,310",G
48,Texas,283,La Salle,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,7,7,21,G,559,H
48,Texas,285,Lavaca,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,14,G,76,G
48,Texas,285,Lavaca,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,29,29,188,H,"4,083",J
48,Texas,287,Lee,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,22,22,123,H,"2,853",G
48,Texas,289,Leon,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,33,33,112,J,"2,851",H
48,Texas,291,Liberty,713,"Amusement, Gambling, and Recreation Industries",1: Total,7,7,6,J,171,J
48,Texas,291,Liberty,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,70,70,344,G,"7,610",G
48,Texas,293,Limestone,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,26,26,92,J,"1,868",G
48,Texas,295,Lipscomb,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,12,12,24,J,309,G
48,Texas,297,Live Oak,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,13,J,483,J
48,Texas,297,Live Oak,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,13,13,40,H,665,G
48,Texas,299,Llano,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,40,J,843,J
48,Texas,299,Llano,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,26,26,92,H,"2,029",H
48,Texas,303,Lubbock,713,"Amusement, Gambling, and Recreation Industries",1: Total,80,82,"1,555",G,"31,331",G
48,Texas,303,Lubbock,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,259,259,"2,838",G,"67,681",G
48,Texas,305,Lynn,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,9,9,52,H,"2,383",H
48,Texas,307,McCulloch,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,14,14,58,H,908,G
48,Texas,309,McLennan,713,"Amusement, Gambling, and Recreation Industries",1: Total,61,65,834,G,"17,936",G
48,Texas,309,McLennan,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,290,292,"2,271",G,"61,846",G
48,Texas,313,Madison,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,15,15,45,J,947,G
48,Texas,315,Marion,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,10,10,27,J,377,H
48,Texas,317,Martin,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,11,11,38,G,910,G
48,Texas,319,Mason,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,9,J,97,J
48,Texas,319,Mason,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,9,9,42,H,802,G
48,Texas,321,Matagorda,713,"Amusement, Gambling, and Recreation Industries",1: Total,9,9,38,H,883,G
48,Texas,321,Matagorda,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,48,48,254,G,"6,020",G
48,Texas,323,Maverick,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,826,J,"30,964",J
48,Texas,323,Maverick,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,20,20,58,J,"1,118",G
48,Texas,325,Medina,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,34,G,754,H
48,Texas,325,Medina,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,38,38,245,H,"4,957",G
48,Texas,327,Menard,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,6,6,9,J,112,H
48,Texas,329,Midland,713,"Amusement, Gambling, and Recreation Industries",1: Total,43,45,"1,006",G,"29,830",G
48,Texas,329,Midland,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,167,167,"1,526",G,"49,238",G
48,Texas,331,Milam,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,15,J,326,H
48,Texas,331,Milam,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,30,30,111,G,"1,888",G
48,Texas,333,Mills,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,9,9,36,H,637,G
48,Texas,335,Mitchell,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,10,10,45,H,536,G
48,Texas,337,Montague,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,12,G,296,H
48,Texas,337,Montague,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,31,31,89,J,"2,078",G
48,Texas,339,Montgomery,713,"Amusement, Gambling, and Recreation Industries",1: Total,134,147,"3,020",G,"79,667",G
48,Texas,339,Montgomery,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,328,328,"3,946",G,"108,514",G
48,Texas,341,Moore,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,7,J,196,J
48,Texas,341,Moore,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,33,33,133,G,"2,135",G
48,Texas,343,Morris,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,20,20,70,G,"1,225",G
48,Texas,345,Motley,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,4,4,7,J,65,J
48,Texas,347,Nacogdoches,713,"Amusement, Gambling, and Recreation Industries",1: Total,13,13,83,J,"1,335",H
48,Texas,347,Nacogdoches,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,65,65,434,G,"7,591",G
48,Texas,349,Navarro,713,"Amusement, Gambling, and Recreation Industries",1: Total,12,12,216,G,"3,150",H
48,Texas,349,Navarro,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,46,46,226,G,"4,800",G
48,Texas,351,Newton,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,13,13,44,G,741,G
48,Texas,353,Nolan,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,25,J,766,J
48,Texas,353,Nolan,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,24,24,87,H,"1,506",G
48,Texas,355,Nueces,713,"Amusement, Gambling, and Recreation Industries",1: Total,78,79,"1,194",G,"21,858",G
48,Texas,355,Nueces,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,272,272,"2,253",G,"60,576",G
48,Texas,357,Ochiltree,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,22,22,92,G,"1,795",G
48,Texas,359,Oldham,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,5,5,13,J,280,H
48,Texas,361,Orange,713,"Amusement, Gambling, and Recreation Industries",1: Total,13,13,103,J,"1,691",H
48,Texas,361,Orange,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,82,82,599,H,"14,181",H
48,Texas,363,Palo Pinto,713,"Amusement, Gambling, and Recreation Industries",1: Total,10,10,77,H,"2,926",H
48,Texas,363,Palo Pinto,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,37,37,149,H,"2,958",G
48,Texas,365,Panola,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,21,J,343,H
48,Texas,365,Panola,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,27,27,124,H,"2,496",G
48,Texas,367,Parker,713,"Amusement, Gambling, and Recreation Industries",1: Total,30,31,362,G,"5,318",G
48,Texas,367,Parker,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,125,125,872,G,"19,304",G
48,Texas,369,Parmer,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,15,15,72,H,918,G
48,Texas,371,Pecos,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,14,14,33,J,805,G
48,Texas,373,Polk,713,"Amusement, Gambling, and Recreation Industries",1: Total,8,8,41,G,681,G
48,Texas,373,Polk,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,51,51,385,G,"9,342",G
48,Texas,375,Potter,713,"Amusement, Gambling, and Recreation Industries",1: Total,31,31,513,G,"11,038",G
48,Texas,375,Potter,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,131,133,"1,336",G,"41,019",G
48,Texas,377,Presidio,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,6,6,7,G,128,G
48,Texas,379,Rains,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,14,14,30,J,640,G
48,Texas,381,Randall,713,"Amusement, Gambling, and Recreation Industries",1: Total,36,38,349,G,"5,484",G
48,Texas,381,Randall,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,111,111,"1,199",G,"24,978",G
48,Texas,383,Reagan,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,6,6,13,G,238,G
48,Texas,385,Real,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,7,7,55,J,"3,041",H
48,Texas,387,Red River,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,16,16,31,G,532,G
48,Texas,389,Reeves,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,7,7,15,J,291,G
48,Texas,391,Refugio,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,6,6,16,G,266,J
48,Texas,395,Robertson,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,7,J,58,J
48,Texas,395,Robertson,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,23,23,81,J,"1,169",H
48,Texas,397,Rockwall,713,"Amusement, Gambling, and Recreation Industries",1: Total,39,40,762,H,"15,911",G
48,Texas,397,Rockwall,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,79,80,924,G,"25,327",G
48,Texas,399,Runnels,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,19,19,135,H,"2,711",H
48,Texas,401,Rusk,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,19,G,449,H
48,Texas,401,Rusk,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,67,67,290,G,"5,691",G
48,Texas,403,Sabine,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,17,17,46,H,869,G
48,Texas,405,San Augustine,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,8,8,24,H,354,G
48,Texas,407,San Jacinto,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,12,12,56,J,785,H
48,Texas,409,San Patricio,713,"Amusement, Gambling, and Recreation Industries",1: Total,13,13,123,J,"2,778",G
48,Texas,409,San Patricio,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,53,53,178,G,"3,414",G
48,Texas,411,San Saba,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,10,10,32,G,680,G
48,Texas,413,Schleicher,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,4,4,14,J,217,G
48,Texas,415,Scurry,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,29,G,360,H
48,Texas,415,Scurry,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,21,21,91,G,"2,339",G
48,Texas,417,Shackelford,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,11,11,47,H,920,H
48,Texas,419,Shelby,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,27,27,85,H,"2,045",G
48,Texas,421,Sherman,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,7,7,20,G,462,G
48,Texas,423,Smith,713,"Amusement, Gambling, and Recreation Industries",1: Total,46,50,628,G,"15,945",G
48,Texas,423,Smith,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,299,300,"3,462",G,"94,313",G
48,Texas,425,Somervell,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,15,J,350,J
48,Texas,425,Somervell,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,12,12,44,H,"1,479",G
48,Texas,427,Starr,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,14,14,46,H,900,G
48,Texas,429,Stephens,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,10,10,38,J,625,G
48,Texas,431,Sterling,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,3,3,3,G,102,G
48,Texas,433,Stonewall,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,3,3,4,G,81,G
48,Texas,435,Sutton,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,8,8,26,G,508,G
48,Texas,437,Swisher,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,13,13,70,H,"1,174",G
48,Texas,439,Tarrant,713,"Amusement, Gambling, and Recreation Industries",1: Total,357,427,"8,573",G,"208,017",G
48,Texas,439,Tarrant,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,"1,366","1,378","16,457",G,"530,438",G
48,Texas,441,Taylor,713,"Amusement, Gambling, and Recreation Industries",1: Total,39,39,577,H,"10,480",H
48,Texas,441,Taylor,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,181,185,"1,511",G,"33,299",G
48,Texas,445,Terry,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,14,14,47,G,870,G
48,Texas,447,Throckmorton,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,4,4,12,G,157,G
48,Texas,449,Titus,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,53,J,"1,049",J
48,Texas,449,Titus,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,34,34,172,G,"3,108",G
48,Texas,451,Tom Green,713,"Amusement, Gambling, and Recreation Industries",1: Total,37,37,562,G,"9,593",G
48,Texas,451,Tom Green,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,130,130,908,G,"21,102",G
48,Texas,453,Travis,713,"Amusement, Gambling, and Recreation Industries",1: Total,372,422,"7,183",G,"206,767",G
48,Texas,453,Travis,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,"1,194","1,200","11,741",G,"641,366",G
48,Texas,455,Trinity,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,24,24,117,J,"2,439",G
48,Texas,457,Tyler,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,28,28,106,J,"1,913",G
48,Texas,459,Upshur,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,18,G,495,H
48,Texas,459,Upshur,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,36,36,147,G,"2,586",G
48,Texas,463,Uvalde,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,33,J,757,J
48,Texas,463,Uvalde,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,29,29,123,G,"2,677",G
48,Texas,465,Val Verde,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,13,G,183,G
48,Texas,465,Val Verde,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,40,40,177,H,"3,037",G
48,Texas,467,Van Zandt,713,"Amusement, Gambling, and Recreation Industries",1: Total,7,7,90,H,"3,569",H
48,Texas,467,Van Zandt,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,70,70,355,G,"7,444",G
48,Texas,469,Victoria,713,"Amusement, Gambling, and Recreation Industries",1: Total,25,25,298,H,"6,274",H
48,Texas,469,Victoria,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,84,84,618,G,"15,091",G
48,Texas,471,Walker,713,"Amusement, Gambling, and Recreation Industries",1: Total,12,12,130,H,"2,479",H
48,Texas,471,Walker,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,51,51,552,G,"10,950",G
48,Texas,473,Waller,713,"Amusement, Gambling, and Recreation Industries",1: Total,7,7,30,G,"1,128",G
48,Texas,473,Waller,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,33,33,100,H,"2,747",H
48,Texas,475,Ward,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,10,10,62,J,"1,050",H
48,Texas,477,Washington,713,"Amusement, Gambling, and Recreation Industries",1: Total,10,10,100,H,"1,262",G
48,Texas,477,Washington,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,53,53,398,G,"9,085",G
48,Texas,479,Webb,713,"Amusement, Gambling, and Recreation Industries",1: Total,46,46,690,G,"13,182",H
48,Texas,479,Webb,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,90,92,599,G,"13,012",G
48,Texas,481,Wharton,713,"Amusement, Gambling, and Recreation Industries",1: Total,7,7,38,J,944,H
48,Texas,481,Wharton,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,62,63,254,G,"5,417",G
48,Texas,483,Wheeler,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,12,12,31,H,504,G
48,Texas,485,Wichita,713,"Amusement, Gambling, and Recreation Industries",1: Total,22,23,388,G,"5,729",H
48,Texas,485,Wichita,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,140,146,"1,011",G,"22,669",G
48,Texas,487,Wilbarger,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,20,G,445,H
48,Texas,487,Wilbarger,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,18,18,87,J,"1,368",G
48,Texas,489,Willacy,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,12,J,325,J
48,Texas,489,Willacy,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,11,11,22,J,259,H
48,Texas,491,Williamson,713,"Amusement, Gambling, and Recreation Industries",1: Total,140,151,"2,648",G,"49,375",G
48,Texas,491,Williamson,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,334,335,"2,663",G,"80,571",G
48,Texas,493,Wilson,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,84,H,"1,786",H
48,Texas,493,Wilson,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,34,34,222,H,"3,669",G
48,Texas,495,Winkler,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,6,6,21,H,313,G
48,Texas,497,Wise,713,"Amusement, Gambling, and Recreation Industries",1: Total,13,13,53,G,"1,300",G
48,Texas,497,Wise,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,75,75,901,G,"42,564",H
